region,ålder,kön,tabellinnehåll,år,DATA
Uppsala län,25-29 år,män,Antal,2014,13977.5
Uppsala län,25-29 år,män,Antal,2015,14383.5
Uppsala län,25-29 år,män,Antal,2016,14880.5
Uppsala län,25-29 år,män,Antal,2017,15491.0
Uppsala län,25-29 år,män,Antal,2018,15791.5
Uppsala län,25-29 år,män,Antal,2019,16150.0
Uppsala län,25-29 år,män,Antal,2020,15975.5
Uppsala län,25-29 år,män,Antal,2021,15537.5
Uppsala län,25-29 år,män,Antal,2022,15115.5
Uppsala län,25-29 år,män,Antal,2023,14886.5
Uppsala län,25-29 år,män,Antal,2024,14743.5
Uppsala län,25-29 år,kvinnor,Antal,2008,11149.5
Uppsala län,25-29 år,kvinnor,Antal,2009,11258.0
Uppsala län,25-29 år,kvinnor,Antal,2010,11630.0
Uppsala län,25-29 år,kvinnor,Antal,2011,12073.5
Uppsala län,25-29 år,kvinnor,Antal,2012,12421.5
Uppsala län,25-29 år,kvinnor,Antal,2013,12909.0
Uppsala län,25-29 år,kvinnor,Antal,2014,13548.0
Uppsala län,25-29 år,kvinnor,Antal,2015,13929.0
Uppsala län,25-29 år,kvinnor,Antal,2016,14432.5
Uppsala län,25-29 år,kvinnor,Antal,2017,14996.5
Uppsala län,25-29 år,kvinnor,Antal,2018,15379.0
Uppsala län,25-29 år,kvinnor,Antal,2019,15657.0
Uppsala län,25-29 år,kvinnor,Antal,2020,15469.5
Uppsala län,25-29 år,kvinnor,Antal,2021,15077.5
Uppsala län,25-29 år,kvinnor,Antal,2022,14823.0
Uppsala län,25-29 år,kvinnor,Antal,2023,14597.5
Uppsala län,25-29 år,kvinnor,Antal,2024,14235.0
Uppsala län,30-34 år,män,Antal,2008,10661.5
Uppsala län,30-34 år,män,Antal,2009,10484.5
Uppsala län,30-34 år,män,Antal,2010,10550.5
Uppsala län,30-34 år,män,Antal,2011,10556.0
Uppsala län,30-34 år,män,Antal,2012,10673.0
Uppsala län,30-34 år,män,Antal,2013,10974.0
Uppsala län,30-34 år,män,Antal,2014,11187.0
Uppsala län,30-34 år,män,Antal,2015,11517.0
Uppsala län,30-34 år,män,Antal,2016,12160.5
Uppsala län,30-34 år,män,Antal,2017,12835.0
Uppsala län,30-34 år,män,Antal,2018,13606.0
Uppsala län,30-34 år,män,Antal,2019,14183.0
Uppsala län,30-34 år,män,Antal,2020,14779.5
Uppsala län,30-34 år,män,Antal,2021,15331.0
Uppsala län,30-34 år,män,Antal,2022,15893.0
Uppsala län,30-34 år,män,Antal,2023,15926.5
Uppsala län,30-34 år,män,Antal,2024,15874.5
Uppsala län,30-34 år,kvinnor,Antal,2008,10326.0
Uppsala län,30-34 år,kvinnor,Antal,2009,10251.0
Uppsala län,30-34 år,kvinnor,Antal,2010,10238.5
Uppsala län,30-34 år,kvinnor,Antal,2011,10230.0
Uppsala län,30-34 år,kvinnor,Antal,2012,10331.5
Uppsala län,30-34 år,kvinnor,Antal,2013,10459.5
Uppsala län,30-34 år,kvinnor,Antal,2014,10565.0
Uppsala län,30-34 år,kvinnor,Antal,2015,10827.0
Uppsala län,30-34 år,kvinnor,Antal,2016,11386.0
Uppsala län,30-34 år,kvinnor,Antal,2017,12023.5
Uppsala län,30-34 år,kvinnor,Antal,2018,12664.5
Uppsala län,30-34 år,kvinnor,Antal,2019,13411.0
Uppsala län,30-34 år,kvinnor,Antal,2020,13969.0
Uppsala län,30-34 år,kvinnor,Antal,2021,14489.0
Uppsala län,30-34 år,kvinnor,Antal,2022,14998.5
Uppsala län,30-34 år,kvinnor,Antal,2023,15205.5
Uppsala län,30-34 år,kvinnor,Antal,2024,15196.5
Uppsala län,35-39 år,män,Antal,2008,11104.5
Uppsala län,35-39 år,män,Antal,2009,11315.5
Uppsala län,35-39 år,män,Antal,2010,11423.0
Uppsala län,35-39 år,män,Antal,2011,11203.0
Uppsala län,35-39 år,män,Antal,2012,11142.0
Uppsala län,35-39 år,män,Antal,2013,10873.5
Uppsala län,35-39 år,män,Antal,2014,10711.0
Uppsala län,35-39 år,män,Antal,2015,10759.0
Uppsala län,35-39 år,män,Antal,2016,10811.5
Uppsala län,35-39 år,män,Antal,2017,11153.5
Uppsala län,35-39 år,män,Antal,2018,11588.0
Uppsala län,35-39 år,män,Antal,2019,12094.0
Uppsala län,35-39 år,män,Antal,2020,12659.0
Uppsala län,35-39 år,män,Antal,2021,13276.0
Uppsala län,35-39 år,män,Antal,2022,13749.0
Uppsala län,35-39 år,män,Antal,2023,14358.5
Uppsala län,35-39 år,män,Antal,2024,14621.5
Uppsala län,35-39 år,kvinnor,Antal,2008,10826.5
Uppsala län,35-39 år,kvinnor,Antal,2009,10984.5
Uppsala län,35-39 år,kvinnor,Antal,2010,11148.5
Uppsala län,35-39 år,kvinnor,Antal,2011,11032.5
Uppsala län,35-39 år,kvinnor,Antal,2012,10783.5
Uppsala län,35-39 år,kvinnor,Antal,2013,10632.5
Uppsala län,35-39 år,kvinnor,Antal,2014,10450.5
Uppsala län,35-39 år,kvinnor,Antal,2015,10415.5
Uppsala län,35-39 år,kvinnor,Antal,2016,10552.0
Uppsala län,35-39 år,kvinnor,Antal,2017,10834.5
Uppsala län,35-39 år,kvinnor,Antal,2018,11188.0
Uppsala län,35-39 år,kvinnor,Antal,2019,11470.0
Uppsala län,35-39 år,kvinnor,Antal,2020,11867.5
Uppsala län,35-39 år,kvinnor,Antal,2021,12524.5
Uppsala län,35-39 år,kvinnor,Antal,2022,13066.0
Uppsala län,35-39 år,kvinnor,Antal,2023,13575.5
Uppsala län,35-39 år,kvinnor,Antal,2024,14122.5
Uppsala län,40-44 år,män,Antal,2008,11592.5
Uppsala län,40-44 år,män,Antal,2009,11377.0
Uppsala län,40-44 år,män,Antal,2010,11203.0
Uppsala län,40-44 år,män,Antal,2011,11247.5
Uppsala län,40-44 år,män,Antal,2012,11222.5
Uppsala län,40-44 år,män,Antal,2013,11262.5
Uppsala län,40-44 år,män,Antal,2014,11431.0
Uppsala län,40-44 år,män,Antal,2015,11617.0
Uppsala län,40-44 år,män,Antal,2016,11507.0
Uppsala län,40-44 år,män,Antal,2017,11574.5
Uppsala län,40-44 år,män,Antal,2018,11562.0
Uppsala län,40-44 år,män,Antal,2019,11519.5
Uppsala län,40-44 år,män,Antal,2020,11624.5
Uppsala län,40-44 år,män,Antal,2021,11735.0
Uppsala län,40-44 år,män,Antal,2022,12021.5
Uppsala län,40-44 år,män,Antal,2023,12361.0
Uppsala län,40-44 år,män,Antal,2024,12627.5
Uppsala län,40-44 år,kvinnor,Antal,2008,11475.5
Uppsala län,40-44 år,kvinnor,Antal,2009,11378.0
Uppsala län,40-44 år,kvinnor,Antal,2010,11181.5
Uppsala län,40-44 år,kvinnor,Antal,2011,11079.0
Uppsala län,40-44 år,kvinnor,Antal,2012,10989.0
Uppsala län,40-44 år,kvinnor,Antal,2013,11049.0
Uppsala län,40-44 år,kvinnor,Antal,2014,11216.5
Uppsala län,40-44 år,kvinnor,Antal,2015,11448.0
Uppsala län,40-44 år,kvinnor,Antal,2016,11389.0
Uppsala län,40-44 år,kvinnor,Antal,2017,11281.5
Uppsala län,40-44 år,kvinnor,Antal,2018,11249.0
Uppsala län,40-44 år,kvinnor,Antal,2019,11231.0
Uppsala län,40-44 år,kvinnor,Antal,2020,11266.0
Uppsala län,40-44 år,kvinnor,Antal,2021,11374.5
Uppsala län,40-44 år,kvinnor,Antal,2022,11588.0
Uppsala län,40-44 år,kvinnor,Antal,2023,11858.5
Uppsala län,40-44 år,kvinnor,Antal,2024,12136.5
Uppsala län,45-49 år,män,Antal,2008,10226.0
Uppsala län,45-49 år,män,Antal,2009,10691.5
Uppsala län,45-49 år,män,Antal,2010,11120.0
Uppsala län,45-49 år,män,Antal,2011,11488.0
Uppsala län,45-49 år,män,Antal,2012,11646.0
Uppsala län,45-49 år,män,Antal,2013,11691.5
Uppsala län,45-49 år,män,Antal,2014,11501.0
Uppsala län,45-49 år,män,Antal,2015,11332.0
Uppsala län,45-49 år,män,Antal,2016,11440.5
Uppsala län,45-49 år,män,Antal,2017,11559.5
Uppsala län,45-49 år,män,Antal,2018,11675.5
Uppsala län,45-49 år,män,Antal,2019,11974.0
Uppsala län,45-49 år,män,Antal,2020,12213.0
Uppsala län,45-49 år,män,Antal,2021,12101.5
Uppsala län,45-49 år,män,Antal,2022,12091.0
Uppsala län,45-49 år,män,Antal,2023,11980.5
Uppsala län,45-49 år,män,Antal,2024,11809.0
Uppsala län,45-49 år,kvinnor,Antal,2008,10266.5
Uppsala län,45-49 år,kvinnor,Antal,2009,10632.0
Uppsala län,45-49 år,kvinnor,Antal,2010,11003.0
Uppsala län,45-49 år,kvinnor,Antal,2011,11284.5
Uppsala län,45-49 år,kvinnor,Antal,2012,11630.0
Uppsala län,45-49 år,kvinnor,Antal,2013,11613.0
Uppsala län,45-49 år,kvinnor,Antal,2014,11496.0
Uppsala län,45-49 år,kvinnor,Antal,2015,11282.5
Uppsala län,45-49 år,kvinnor,Antal,2016,11253.5
Uppsala län,45-49 år,kvinnor,Antal,2017,11286.5
Uppsala län,45-49 år,kvinnor,Antal,2018,11454.0
Uppsala län,45-49 år,kvinnor,Antal,2019,11690.0
Uppsala län,45-49 år,kvinnor,Antal,2020,11945.5
Uppsala län,45-49 år,kvinnor,Antal,2021,11868.0
Uppsala län,45-49 år,kvinnor,Antal,2022,11777.0
Uppsala län,45-49 år,kvinnor,Antal,2023,11667.5
Uppsala län,45-49 år,kvinnor,Antal,2024,11587.0
Uppsala län,50-54 år,män,Antal,2008,10129.0
Uppsala län,50-54 år,män,Antal,2009,10088.0
Uppsala län,50-54 år,män,Antal,2010,10103.5
Uppsala län,50-54 år,män,Antal,2011,9952.0
Uppsala län,50-54 år,män,Antal,2012,10016.0
Uppsala län,50-54 år,män,Antal,2013,10231.5
Uppsala län,50-54 år,män,Antal,2014,10677.5
Uppsala län,50-54 år,män,Antal,2015,11140.0
Uppsala län,50-54 år,män,Antal,2016,11624.5
Uppsala län,50-54 år,män,Antal,2017,11876.5
Uppsala län,50-54 år,män,Antal,2018,11962.5
Uppsala län,50-54 år,män,Antal,2019,11811.5
Uppsala län,50-54 år,män,Antal,2020,11682.5
Uppsala län,50-54 år,män,Antal,2021,11750.5
Uppsala län,50-54 år,män,Antal,2022,11891.5
Uppsala län,50-54 år,män,Antal,2023,11947.0
Uppsala län,50-54 år,män,Antal,2024,12140.0
Uppsala län,50-54 år,kvinnor,Antal,2008,10172.0
Uppsala län,50-54 år,kvinnor,Antal,2009,10204.5
Uppsala län,50-54 år,kvinnor,Antal,2010,10196.5
Uppsala län,50-54 år,kvinnor,Antal,2011,10204.0
Uppsala län,50-54 år,kvinnor,Antal,2012,10210.0
Uppsala län,50-54 år,kvinnor,Antal,2013,10376.0
Uppsala län,50-54 år,kvinnor,Antal,2014,10668.0
Uppsala län,50-54 år,kvinnor,Antal,2015,11038.5
Uppsala län,50-54 år,kvinnor,Antal,2016,11352.5
Uppsala län,50-54 år,kvinnor,Antal,2017,11790.0
Uppsala län,50-54 år,kvinnor,Antal,2018,11875.5
Uppsala län,50-54 år,kvinnor,Antal,2019,11763.0
Uppsala län,50-54 år,kvinnor,Antal,2020,11614.5
Uppsala län,50-54 år,kvinnor,Antal,2021,11580.5
Uppsala län,50-54 år,kvinnor,Antal,2022,11600.0
Uppsala län,50-54 år,kvinnor,Antal,2023,11707.5
Uppsala län,50-54 år,kvinnor,Antal,2024,11846.0
Uppsala län,55-59 år,män,Antal,2008,10081.0
Uppsala län,55-59 år,män,Antal,2009,9928.5
Uppsala län,55-59 år,män,Antal,2010,9817.0
Uppsala län,55-59 år,män,Antal,2011,10004.5
Uppsala län,55-59 år,män,Antal,2012,10043.5
Uppsala län,55-59 år,män,Antal,2013,10076.0
Uppsala län,55-59 år,män,Antal,2014,10012.0
Uppsala län,55-59 år,män,Antal,2015,10032.0
Uppsala län,55-59 år,män,Antal,2016,9904.0
Uppsala län,55-59 år,män,Antal,2017,10056.0
Uppsala län,55-59 år,män,Antal,2018,10348.0
Uppsala län,55-59 år,män,Antal,2019,10828.0
Uppsala län,55-59 år,män,Antal,2020,11267.5
Uppsala län,55-59 år,män,Antal,2021,11728.0
Uppsala län,55-59 år,män,Antal,2022,11921.5
Uppsala län,55-59 år,män,Antal,2023,11981.5
Uppsala län,55-59 år,män,Antal,2024,11840.5
Uppsala län,55-59 år,kvinnor,Antal,2008,10378.0
Uppsala län,55-59 år,kvinnor,Antal,2009,10086.0
Uppsala län,55-59 år,kvinnor,Antal,2010,10047.0
Uppsala län,55-59 år,kvinnor,Antal,2011,10145.5
Uppsala län,55-59 år,kvinnor,Antal,2012,10124.5
Uppsala län,55-59 år,kvinnor,Antal,2013,10092.0
Uppsala län,55-59 år,kvinnor,Antal,2014,10174.5
Uppsala län,55-59 år,kvinnor,Antal,2015,10175.0
Uppsala län,55-59 år,kvinnor,Antal,2016,10220.5
Uppsala län,55-59 år,kvinnor,Antal,2017,10237.5
Uppsala län,55-59 år,kvinnor,Antal,2018,10405.0
Uppsala län,55-59 år,kvinnor,Antal,2019,10774.0
Uppsala län,55-59 år,kvinnor,Antal,2020,11165.0
Uppsala län,55-59 år,kvinnor,Antal,2021,11506.5
Uppsala län,55-59 år,kvinnor,Antal,2022,11879.5
Uppsala län,55-59 år,kvinnor,Antal,2023,11951.0
Uppsala län,55-59 år,kvinnor,Antal,2024,11875.0
Uppsala län,60-64 år,män,Antal,2008,11212.5
Uppsala län,60-64 år,män,Antal,2009,11109.5
Uppsala län,60-64 år,män,Antal,2010,10892.5
Uppsala län,60-64 år,män,Antal,2011,10534.0
Uppsala län,60-64 år,män,Antal,2012,10209.0
Uppsala län,60-64 år,män,Antal,2013,9859.0
Uppsala län,60-64 år,män,Antal,2014,9717.5
Uppsala län,60-64 år,män,Antal,2015,9604.0
Uppsala län,60-64 år,män,Antal,2016,9808.5
Uppsala län,60-64 år,män,Antal,2017,9891.5
Uppsala län,60-64 år,män,Antal,2018,9973.0
Uppsala län,60-64 år,män,Antal,2019,9933.5
Uppsala län,60-64 år,män,Antal,2020,9918.0
Uppsala län,60-64 år,män,Antal,2021,9798.0
Uppsala län,60-64 år,män,Antal,2022,9936.5
Uppsala län,60-64 år,män,Antal,2023,10206.0
Uppsala län,60-64 år,män,Antal,2024,10665.5
Uppsala län,60-64 år,kvinnor,Antal,2008,11171.5
Uppsala län,60-64 år,kvinnor,Antal,2009,11234.5
Uppsala län,60-64 år,kvinnor,Antal,2010,10991.0
Uppsala län,60-64 år,kvinnor,Antal,2011,10732.0
Uppsala län,60-64 år,kvinnor,Antal,2012,10500.0
Uppsala län,60-64 år,kvinnor,Antal,2013,10250.0
Uppsala län,60-64 år,kvinnor,Antal,2014,9944.5
Uppsala län,60-64 år,kvinnor,Antal,2015,9888.0
Uppsala län,60-64 år,kvinnor,Antal,2016,10005.5
Uppsala län,60-64 år,kvinnor,Antal,2017,10023.0
Uppsala län,60-64 år,kvinnor,Antal,2018,10075.0
Uppsala län,60-64 år,kvinnor,Antal,2019,10161.0
Uppsala län,60-64 år,kvinnor,Antal,2020,10142.0
Uppsala län,60-64 år,kvinnor,Antal,2021,10115.0
Uppsala län,60-64 år,kvinnor,Antal,2022,10152.0
Uppsala län,60-64 år,kvinnor,Antal,2023,10338.5
Uppsala län,60-64 år,kvinnor,Antal,2024,10680.5
Uppsala län,65-69 år,män,Antal,2008,8025.5
Uppsala län,65-69 år,män,Antal,2009,8713.0
Uppsala län,65-69 år,män,Antal,2010,9437.5
Uppsala län,65-69 år,män,Antal,2011,10079.5
Uppsala län,65-69 år,män,Antal,2012,10470.5
Uppsala län,65-69 år,män,Antal,2013,10720.5
Uppsala län,65-69 år,män,Antal,2014,10601.5
Uppsala län,65-69 år,män,Antal,2015,10412.5
Uppsala län,65-69 år,män,Antal,2016,10079.0
Uppsala län,65-69 år,män,Antal,2017,9755.0
Uppsala län,65-69 år,män,Antal,2018,9463.0
Uppsala län,65-69 år,män,Antal,2019,9364.5
Uppsala län,65-69 år,män,Antal,2020,9279.5
Uppsala län,65-69 år,män,Antal,2021,9448.0
Uppsala län,65-69 år,män,Antal,2022,9528.5
Uppsala län,65-69 år,män,Antal,2023,9595.0
Uppsala län,65-69 år,män,Antal,2024,9580.5
Uppsala län,65-69 år,kvinnor,Antal,2008,7924.5
Uppsala län,65-69 år,kvinnor,Antal,2009,8608.5
Uppsala län,65-69 år,kvinnor,Antal,2010,9438.5
Uppsala län,65-69 år,kvinnor,Antal,2011,10101.5
Uppsala län,65-69 år,kvinnor,Antal,2012,10525.5
Uppsala län,65-69 år,kvinnor,Antal,2013,10835.0
Uppsala län,65-69 år,kvinnor,Antal,2014,10871.0
Uppsala län,65-69 år,kvinnor,Antal,2015,10675.5
Uppsala län,65-69 år,kvinnor,Antal,2016,10463.5
Uppsala län,65-69 år,kvinnor,Antal,2017,10278.5
Uppsala län,65-69 år,kvinnor,Antal,2018,10008.0
Uppsala län,65-69 år,kvinnor,Antal,2019,9716.5
Uppsala län,65-69 år,kvinnor,Antal,2020,9636.0
Uppsala län,65-69 år,kvinnor,Antal,2021,9767.5
Uppsala län,65-69 år,kvinnor,Antal,2022,9755.0
Uppsala län,65-69 år,kvinnor,Antal,2023,9791.0
Uppsala län,65-69 år,kvinnor,Antal,2024,9916.5
Uppsala län,70-74 år,män,Antal,2008,5442.0
Uppsala län,70-74 år,män,Antal,2009,5802.0
Uppsala län,70-74 år,män,Antal,2010,6096.0
Uppsala län,70-74 år,män,Antal,2011,6452.0
Uppsala län,70-74 år,män,Antal,2012,6902.5
Uppsala län,70-74 år,män,Antal,2013,7465.0
Uppsala län,70-74 år,män,Antal,2014,8121.0
Uppsala län,70-74 år,män,Antal,2015,8783.5
Uppsala län,70-74 år,män,Antal,2016,9373.0
Uppsala län,70-74 år,män,Antal,2017,9731.0
Uppsala län,70-74 år,män,Antal,2018,9973.0
Uppsala län,70-74 år,män,Antal,2019,9885.0
Uppsala län,70-74 år,män,Antal,2020,9725.0
Uppsala län,70-74 år,män,Antal,2021,9411.5
Uppsala län,70-74 år,män,Antal,2022,9093.5
Uppsala län,70-74 år,män,Antal,2023,8855.5
Uppsala län,70-74 år,män,Antal,2024,8769.0
Uppsala län,70-74 år,kvinnor,Antal,2008,5914.0
Uppsala län,70-74 år,kvinnor,Antal,2009,6151.5
Uppsala län,70-74 år,kvinnor,Antal,2010,6367.5
Uppsala län,70-74 år,kvinnor,Antal,2011,6573.5
Uppsala län,70-74 år,kvinnor,Antal,2012,7052.5
Uppsala län,70-74 år,kvinnor,Antal,2013,7585.5
Uppsala län,70-74 år,kvinnor,Antal,2014,8267.5
Uppsala län,70-74 år,kvinnor,Antal,2015,8995.0
Uppsala län,70-74 år,kvinnor,Antal,2016,9641.0
Uppsala län,70-74 år,kvinnor,Antal,2017,10059.0
Uppsala län,70-74 år,kvinnor,Antal,2018,10352.5
Uppsala län,70-74 år,kvinnor,Antal,2019,10415.0
Uppsala län,70-74 år,kvinnor,Antal,2020,10228.5
Uppsala län,70-74 år,kvinnor,Antal,2021,10028.0
Uppsala län,70-74 år,kvinnor,Antal,2022,9867.0
Uppsala län,70-74 år,kvinnor,Antal,2023,9617.5
Uppsala län,70-74 år,kvinnor,Antal,2024,9398.0
Södermanlands län,15-19 år,män,Antal,2008,9999.5
Södermanlands län,15-19 år,män,Antal,2009,9852.0
Södermanlands län,15-19 år,män,Antal,2010,9534.5
Södermanlands län,15-19 år,män,Antal,2011,9055.5
Södermanlands län,15-19 år,män,Antal,2012,8635.0
Södermanlands län,15-19 år,män,Antal,2013,8304.0
Södermanlands län,15-19 år,män,Antal,2014,8161.0
Södermanlands län,15-19 år,män,Antal,2015,8072.0
Södermanlands län,15-19 år,män,Antal,2016,8175.5
Södermanlands län,15-19 år,män,Antal,2017,8535.5
Södermanlands län,15-19 år,män,Antal,2018,8925.5
Södermanlands län,15-19 år,män,Antal,2019,9157.0
Södermanlands län,15-19 år,män,Antal,2020,9230.0
Södermanlands län,15-19 år,män,Antal,2021,9405.0
Södermanlands län,15-19 år,män,Antal,2022,9540.0
Södermanlands län,15-19 år,män,Antal,2023,9580.0
Södermanlands län,15-19 år,män,Antal,2024,9520.0
Södermanlands län,15-19 år,kvinnor,Antal,2008,9527.0
Södermanlands län,15-19 år,kvinnor,Antal,2009,9379.0
Södermanlands län,15-19 år,kvinnor,Antal,2010,9075.5
Södermanlands län,15-19 år,kvinnor,Antal,2011,8734.0
Södermanlands län,15-19 år,kvinnor,Antal,2012,8295.0
Södermanlands län,15-19 år,kvinnor,Antal,2013,7863.0
Södermanlands län,15-19 år,kvinnor,Antal,2014,7719.0
Södermanlands län,15-19 år,kvinnor,Antal,2015,7640.0
Södermanlands län,15-19 år,kvinnor,Antal,2016,7754.5
Södermanlands län,15-19 år,kvinnor,Antal,2017,7930.0
Södermanlands län,15-19 år,kvinnor,Antal,2018,8219.0
Södermanlands län,15-19 år,kvinnor,Antal,2019,8325.0
Södermanlands län,15-19 år,kvinnor,Antal,2020,8498.5
Södermanlands län,15-19 år,kvinnor,Antal,2021,8698.5
Södermanlands län,15-19 år,kvinnor,Antal,2022,8896.0
Södermanlands län,15-19 år,kvinnor,Antal,2023,8923.5
Södermanlands län,15-19 år,kvinnor,Antal,2024,9024.5
Södermanlands län,20-24 år,män,Antal,2008,7898.0
Södermanlands län,20-24 år,män,Antal,2009,8170.0
Södermanlands län,20-24 år,män,Antal,2010,8510.0
Södermanlands län,20-24 år,män,Antal,2011,8914.5
Södermanlands län,20-24 år,män,Antal,2012,9233.5
Södermanlands län,20-24 år,män,Antal,2013,9296.5
Södermanlands län,20-24 år,män,Antal,2014,9210.0
Södermanlands län,20-24 år,män,Antal,2015,9001.0
Södermanlands län,20-24 år,män,Antal,2016,8701.5
Södermanlands län,20-24 år,män,Antal,2017,8432.5
Södermanlands län,20-24 år,män,Antal,2018,8150.0
Södermanlands län,20-24 år,män,Antal,2019,8158.5
Södermanlands län,20-24 år,män,Antal,2020,8177.5
Södermanlands län,20-24 år,män,Antal,2021,8177.0
Södermanlands län,20-24 år,män,Antal,2022,8227.0
Södermanlands län,20-24 år,män,Antal,2023,8214.5
Södermanlands län,20-24 år,män,Antal,2024,8200.0
Södermanlands län,20-24 år,kvinnor,Antal,2008,7209.0
Södermanlands län,20-24 år,kvinnor,Antal,2009,7585.0
Södermanlands län,20-24 år,kvinnor,Antal,2010,7932.0
Södermanlands län,20-24 år,kvinnor,Antal,2011,8186.5
Södermanlands län,20-24 år,kvinnor,Antal,2012,8455.0
Södermanlands län,20-24 år,kvinnor,Antal,2013,8621.0
Södermanlands län,20-24 år,kvinnor,Antal,2014,8530.0
Södermanlands län,20-24 år,kvinnor,Antal,2015,8268.5
Södermanlands län,20-24 år,kvinnor,Antal,2016,8007.0
Södermanlands län,20-24 år,kvinnor,Antal,2017,7662.0
Södermanlands län,20-24 år,kvinnor,Antal,2018,7295.0
Södermanlands län,20-24 år,kvinnor,Antal,2019,7174.5
Södermanlands län,20-24 år,kvinnor,Antal,2020,7037.0
Södermanlands län,20-24 år,kvinnor,Antal,2021,7055.0
Södermanlands län,20-24 år,kvinnor,Antal,2022,6980.0
Södermanlands län,20-24 år,kvinnor,Antal,2023,6941.0
Södermanlands län,20-24 år,kvinnor,Antal,2024,6928.0
Södermanlands län,25-29 år,män,Antal,2008,6755.5
Södermanlands län,25-29 år,män,Antal,2009,6836.0
Södermanlands län,25-29 år,män,Antal,2010,6940.0
Södermanlands län,25-29 år,män,Antal,2011,7168.0
Södermanlands län,25-29 år,män,Antal,2012,7358.5
Södermanlands län,25-29 år,män,Antal,2013,7775.5
Södermanlands län,25-29 år,män,Antal,2014,8157.5
Södermanlands län,25-29 år,män,Antal,2015,8648.5
Södermanlands län,25-29 år,män,Antal,2016,9131.5
Södermanlands län,25-29 år,män,Antal,2017,9454.5
